Abbr,Term,Country
CA-0486,Leaside Aerodrome,CA
CA-0487,Long Branch Aerodrome,CA
CA-0488,Toronto Aerodrome,CA
CA-0489,Willowdale Airfield,CA
CA-0490,Aérodrome Saint-Louis,CA
CA-0491,Montréal / Boucherville Water Aerodrome,CA
CA-0492,Douro Airfield,CA
CA-0493,Foxden Farms,CA
CA-0494,L'escapade,CA
CA-0495,Selby - Howard's Airstrip,CA
CA-0496,CNRL Strip,CA
CA-0497,Vulcan / Kirkcaldy Airport,CA
CA-0498,Napanee Airstrip,CA
CA-0499,Sumas Municipal Airport,CA
CA-0500,D.C. Heliport,CA
CA-0501,Don's Airstrip,CA
CA-0502,Combermere / Bonnie Brae Airfield,CA
CA-0503,Linden Airport,CA
CA-0504,Mary River Aerodrome,CA
CA-0505,Rivière Temiscamie Floatbase,CA
CA-0506,Newburgh - R.S. (Bob) Clapp Memorial Airstrip,CA
CA-0507,Rednersville / Aery,CA
CA-0508,Farrow's Field,CA
CA-0509,Cruikshank Air Field,CA
CA-0510,Balsam Lake Seaplane Base,CA
CA-0511,Val D'or (St. Pierre) Water Aerodrome,CA
CA-0512,Val D'or / Huard Water Aerodrome,CA
CA-0513,Two Hills (Health Centre) Heliport,CA
CA-0514,Long Sault Airstrip,CA
CA-0515,Sky Wrench Field,CA
CA-0516,Warren Field,CA
CA-0517,Hastings Field Heliport,CA
CA-0518,Ivanhoe Airstrip,CA
CA-0519,No. 4 E.F.T.S. Windsor Mills Airfield,CA
CA-0520,Lorneville Airstrip,CA
CA-0521,Mount Forest Roths' Field,CA
CA-0522,Calgary (Aerial Recon) Heliport,CA
CA-0523,Roths field,CA
CA-0524,Varys field,CA
CA-0525,Flamboro Centre Airport,CA
CA-0526,Rivière-aux-Saumons Aerodrome (Private Operator: Safari Anticosti),CA
CA-0527,RCAF Detachment Edwards,CA
CA-0528,Skydive SWOOP,CA
CA-0529,Prince Edward O.P.P. Helipad,CA
CA-0530,Hallowell Mills Cove Seaplane Base,CA
CA-0531,Clapp Farm Heliport,CA
CA-0532,Clapp Farm Airfield,CA
CA-0533,Marina Senneterre,CA
CA-0534,Lac William ice runway (seasonal),CA
CA-0535,Williamsburg Airport,CA
CA-0536,Paterson Field,CA
CA-0537,Robinson International Air Field,CA
CA-0538,Pretty Estates Resort Airport,CA
CA-0539,Stuart Island Water Aerodrome,CA
CA-0540,Bella Coola Water Aerodrome,CA
CA-0541,Nimpkish Water Aerodrome,CA
CA-0542,Nakusp Water Aerodrome,CA
CA-0543,Winter Harbour Water Aerodrome,CA
CA-0544,Morfee Lakes Water Aerodrome,CA
CA-0545,Takla Narrows Water Aerodrome,CA
CA-0546,Dease Lake Seaplane Base,CA
CA-0547,Invermere Water Aerodrome,CA
CA-0548,North Cariboo Air Park,CA
CA-0549,Nicholson Island Private Airstrip,CA
CA-0550,Cree Lake (Crystal Lodge) Water Aerodrome,CA
CA-0551,Cameron Bay Water Aerodrome,CA
CA-0552,Shingle Point Water Aerodrome,CA
CA-0553,Fort Resolution Water Aerodrome,CA
CA-0554,Clarence Lagoon Water Aerodrome,CA
CA-0555,Fort Smith Water Aerodrome,CA
CA-0556,Boffa Lake Water Aerodrome,CA
CA-0557,Fort Providence Water Aerodrome,CA
CA-0558,Rocher River Water Aerodrome.,CA
CA-0559,Calling Lake Water Aerodrome,CA
CA-0560,Sawmill Bay Bay Water Aerodrome,CA
CA-0561,Griffith Island,CA
CA-0562,White Cloud Island,CA
CA-0563,Hay Island Airstrip,CA
CA-0564,Carnie Airfield,CA
CA-0565,Gowganda/Gowganda Lake Seaplane Base,CA
CA-0566,Triple Island Lightstation Helipad,CA
CA-0567,Carlstads Airstrip,CA
CA-0568,Prairie Point Airport,CA
CA-0569,Gunnar Airport,CA
CA-0570,RCAF Detachment Alliston,CA
CA-0571,Gosling Lake Water Aerodrome,CA
CA-0572,Lac Mandeville Water Aerodrome,CA
CA-0573,Ste-Marguerite Water Aerodrome,CA
CA-0574,Les Cèdres Water Aerodrome,CA
CA-0575,Clyde River Water Aerodrome,CA
CA-0576,Flame Lake Water Aerodrome,CA
CA-0577,Mustardville Airport,CA
CA-0578,Island Marina Water Aerodrome,CA
CA-0579,Amphitrite Point Heliport,CA
CA-0580,Egg Island Lightstation Helipad,CA
CA-0581,Green Island Lightstation Helipad,CA
CA-0582,Bamfield Airstrip,CA
CA-0583,Scarlett Point Lighthouse Helipad,CA
CA-0584,Pointed Mountain Airport,CA
CA-0585,Race Rocks Light Helipad,CA
CA-0586,Elephant Enterprises Inc. Heliport,CA
CA-0587,Foothills Hospital McCaig Tower Helipad,CA
CA-0588,K. Coffey Residence Helipad,CA
CA-0589,Calgary/Okotoks (GG Ranch) Heliport,CA
CA-0590,Calgary/South Health Campus Hospital Helipad,CA
CA-0591,Canmore Hospital Helipad,CA
CA-0592,Shubenacadie Airport,CA
CA-0593,Shortts Lake Water Aerodrome,CA
CA-0594,Rednek Air Airport,CA
CA-0595,Didsbury/Minty Field,CA
CA-0596,Machmell Airport,CA
CA-0597,Fort Good Hope Water Aerodrome,CA
CA-0598,Bracebridge (Stone Wall Farm) Airport,CA
CA-0599,Antler Airport,CA
CA-0600,Rivère l'Acadie Water Aerodrome,CA
CA-0601,Russell Airport,CA
CA-0602,Digby Water Aerodrome,CA
CA-0603,Homathko River Airport,CA
CA-0604,Stuart Lake Hospital Helipad,CA
CA-0605,Disraeli Inlet Water Aerodrome,CA
CA-0606,Flagg Cove Water Aerodrome,CA
CA-0607,O'sullivan Lake Water Aerodrome,CA
CA-0608,Evergreen Acres Airport,CA
CA-0609,Palestine Airport,CA
CA-0610,Lampman/Spitfire Air Airport,CA
CA-0611,Holman Water Aerodrome,CA
CA-0612,Chrome Island Lightstation Helipad,CA
CA-0613,Jumping Cairbou Lake Water Aerodrome,CA
CA-0614,Wawa Lake Water Aerodrome,CA
CA-0615,Sundance Airport,CA
CA-0616,St-Tite Airport,CA
CA-0617,Iqaluit Water Aerodrome,CA
CA-0618,Pinchgut Lake Water Aerodrome,CA
CA-0619,Island Marina Water Aerodrome,CA
CA-0620,Blenheim Airport,CA
CA-0621,Cape Scott Lightstation Helipad,CA
CA-0622,Longstaff Bluff Water Aerodrome,CA
CA-0623,Miguasha Airport,CA
CA-0624,Lac Pontbriand Water Aerodrome,CA
CA-0625,Fort Vermilion Water Aerodrome,CA
CA-0626,Thousand Islands Helicopter Tours Helipad,CA
CA-0627,Matagami Heliport,CA
CA-0628,Little Grand Rapids Water Aerodrome,CA
CA-0629,Valleyview Health Centre Heliport,CA
CA-0630,Sisters Islets Lighthouse Helipad,CA
CA-0631,Lac Boyer Water Aerodrome,CA
CA-0632,Green Lake Water Aerodrome,CA
CA-0633,Calgary Broadcast House Helipad,CA
CA-0634,Ethelda Bay Water Aerodrome,CA
CA-0635,Stouffville Airport,CA
CA-0636,Active Pass Lighthouse Heliport,CA
CA-0637,Stornoway Airport,CA
CA-0638,Louisville/Cascades Heliport,CA
CA-0639,Alexis Creek Airport,CA
CA-0640,Stuart Lake Water Aerodrome,CA
CA-0641,Kemano Bay Water Aerodrome,CA
CA-0642,Ivory Island Lightstation Helipad,CA
CA-0643,Bowden Airport,CA
CA-0644,Fort Coulonge Water Aerodrome,CA
CA-0645,Ethelda Bay Coast Guard Heliport,CA
CA-0646,Selkirk Mountain Heliport,CA
CA-0647,Discovery Island Lightstation Helipad,CA
CA-0648,Mary's Harbour Water Aerodrome,CA
CA-0649,Sanikiluaq Water Aerodrome,CA
CA-0650,Mount Lake Water Aerodrome,CA
CA-0651,Northumberland Health Care Centre Helipap,CA
CA-0652,Malartic Airport,CA
CA-0653,Aviation PLMG Inc Airport,CA
CA-0654,St. Lina Airport,CA
CA-0655,Quebec/Sûreté Heliport,CA
CA-0656,Lourdes-de-Blanc-Sablon Water Aerodrome,CA
CA-0657,Pointe-au-Chêne Water Aerodrome,CA
CA-0658,Squamish Water Aerodrome,CA
CA-0659,Yahk Aerodrome,CA
CA-0660,Bonilla Island Lightstation Helipad,CA
CA-0661,Addenbroke Island Lightstation Helipad,CA
CA-0662,Tsayta Lake Water Aerodrome,CA
CA-0663,Riviere-St-Maurice-Aviation-Mauricie-Seaplane-Base,CA
CA-0664,Heli-Delta Helipad,CA
CA-0665,Coutts Airport,CA
CA-0666,Ottawa / Questral Helicopters Heliport,CA
CA-0667,Pincher Creek/Cooks Aerodrome,CA
CA-0668,Wrentham,CA
CA-0669,Purple Springs Airport,CA
CA-0670,Skiff Aerodrome,CA
CA-0671,Ocean Pond Water Aerodrome,CA
CA-0672,Cape Dorset Water Aerodrome,CA
CA-0673,Johns Island Airstrip,US
CA-0674,Bowron Lake Airport,CA
CA-0675,Geraldton Water Aerodrome,CA
CA-0676,McIntosh Lake Water Aerodrome,CA
CA-0677,Intergalactic Aerodrome,CA
CA-0678,Brussels/Van Keulen Field,CA
CA-0679,Gogama Airport,CA
CA-0680,Colonsay Airport,CA
CA-0681,St. André-Avellin (Old Aerodrome),CA
CA-0682,Brechin / Skywagon City Airfield,CA
CA-0683,Brechin / Ronan Waterdrome,CA
CA-0684,Brechin / Ronan Airfield,CA
CA-0685,Kuujjuaq Water Aerodrome,CA
CA-0686,La Romaine Water Aerodrome,CA
CA-0687,English Point Airport,CA
CA-0688,Amherst Airport,CA
CA-0689,Red Bay Water Aerodrome,CA
CA-0690,Big Harbour Aerodrome,CA
CA-0691,Tatamagouche Airport,CA
CA-0692,Baie Verte Water Aerodrome,CA
CA-0693,Campbellton Water Aerodrome,CA
CA-0694,Cartwright Water Aerodrome,CA
CA-0695,Catalina Harbour Water Aerodrome,CA
CA-0696,Charlottetown Water Aerodrome,CA
CA-0697,Churchill Falls Water Aerodrome,CA
CA-0698,Dauphinee (Mill) Lake Water Aerodrome,CA
CA-0699,Bolton Lake Lodge Airstrip,CA
CA-0700,Amaranth Airstrip,CA
CA-0701,New Richmond Airport,CA
CA-0702,Hopewell Airport,CA
CA-0703,RCAF Maitland,CA
CA-0704,RCAF Scoudouc,CA
CA-0705,Havre Aubert Airport,CA
CA-0706,Tabusintac Airport,CA
CA-0707,Petitot Airport,CA
CA-0708,Fawcettville Airfield,CA
CA-0709,Unknown Rural MB Airport,CA
CA-0710,Lambton Airport,CA
CA-0711,Saint Germain Airport,CA
CA-0712,Pine Point Airfield,CA
CA-0713,Hinton/Highland Helicopters Heliport,CA
CA-0714,Hinton/Yellowhead Helicopters Heliport,CA
CA-0715,Lake Louise Heliport,CA
CA-0716,Tecumseh Airfield,CA
CA-0717,Aguanish Landing Strip,CA
CA-0718,Rivière-au-Tonnerre Airport,CA
CA-0719,Sept-Îles/Lac des Rapides Airport,CA
CA-0720,Les Escoumins Airport,CA
CA-0721,Westville Community Helipad,CA
CA-0722,Cumberland Regional Health Care Centre Heliport,CA
CA-0723,Highland View Regional Hospital Heliport,CA
CA-0724,Canadian Coast Guard Base Sea Island Heliport,CA
CA-0725,Vancouver (HMCS Discovery) Heliport,CA
CA-0726,Belcarra (Jug Island Trail) Heliport,CA
CA-0727,Squamish General Hospital Heliport,CA
CA-0728,Stawamus Chief Emergency Helipad,CA
CA-0729,Squamish Terminals Heliport,CA
CA-0730,Squamish (Woodfibre) Heliport,CA
CA-0731,Fort Smith (Four Mile Lake) Water Aerodrome,CA
CA-0732,Sechelt/Poise Cove Waterdrome,CA
CA-0733,Nanisivik Naval Facility Heliport,CA
CA-0734,Netley Field,CA
CA-0735,Pigeon River Airport,CA
CA-0736,Keeyask Airstrip,CA
CA-0737,Seal River Airstrip,CA
CA-0738,Nester One Airstrip,CA
CA-0739,Dale Air Services Airport,CA
CA-0740,Lax Kw'alaams Heliport,CA
CA-0741,Kitkatla Heliport,CA
CA-0742,Hartley Bay Heliport,CA
CA-0743,Upper Stewart River Airport,CA
CA-0744,Woodhouse Airfield,CA
CA-0745,Union Centre Airport,CA
CA-0746,Tofino Lifeboat Station Heliport,CA
CA-0747,CFB Esquimalt - Colwood Heliport,CA
CA-0748,Mount Lady MacDonald Teahouse Helipad,CA
CA-0749,Mount Shark Heliport,CA
CA-0750,Indian Creek Field,CA
CA-0751,Burnt Point Lighthouse Helipad,CA
CA-0752,Offer Wadham Lighthouse Helipad,CA
CA-0753,Border Beacon Airstrip,CA
CA-0754,Cape Harrison Airstrip,CA
CA-0755,North West River Airstrip,CA
CA-0756,Mile 236 Airstrip,CA
CA-0757,Musquodoboit Valley Memorial Hospital Heliport,CA
CA-0758,Ferme-Neuve Seaplane Base,CA
CA-0759,Smooth Rock Falls Airport,CA
CA-0760,Dubreuilville Airport,CA
CA-0761,Nipigon Airport,CA
CA-0762,Waubuno Airport,CA
CA-0763,Egmont Waterdrome,CA
CA-0764,Halfmoon Bay Seaplane Base,CA
CA-0765,Earls Cove Seaplane Base,CA
CA-0766,Saltery Bay Seaplane Base,CA
CA-0767,Purcell Heli Skiing Heliport,CA
CA-0768,Thunder Hill Airport,CA
CA-0769,Canal Flats Airport,CA
CA-0770,Elkford Health Centre Heliport,CA
CA-0771,Arctic Watch Lodge Airport,CA
CA-0772,Shuswap (Skwlax Field) Airport,CA
CA-0773,Red Bay Airport,CA
CA-0774,Keats Point Airport,CA
CA-0775,Rutherford Airport,CA
CA-0776,Tramway Road Airport,CA
CA-0777,Storm Hills NWS Station,CA
CA-0778,Cape Peel DEW Line Station,CA
CA-0779,Hat Island DEW Line Station,CA
CA-0780,Wabash Airport,CA
CA-0781,Howard Airport,CA
CA-0782,Merlin Airport,CA
CA-0783,Old Colony Airport,CA
CA-0784,Chilanko Lodge,CA
CA-0785,Long Harbour Airport,CA
CA-0786,Bonnechere Soaring Aerodrome,CA
CA-0787,High River Balloonport,CA
CA-0788,Rivers Inlet Airport,CA
CA-0789,Great Bear Lodge Water Aerodrome,CA
CA-0790,Koidern Airport,CA
CA-0791,Discovery Yukon Airport,CA
CA-0792,Kitchner Lake Water Aerodrome,CA
CA-0793,Clyak River Airport,CA
CA-0794,Butedale Heliport,CA
CA-0795,Metlakatla Heliport,CA
CA-0796,Caribou Crossing Trading Post Airport,CA
CA-0797,Hootalinqua Ranch Airport,CA
CA-0798,Carcross Cutoff Airport,CA
CA-0799,Boissevain Aerodrome,CA
CA-0800,Girwood Island Water Aerodrome,CA
CA-0801,Kamloops RCMP Helipad,CA
CA-0802,Kamloops RCMP Helipad,CA
CA-0803,Kamloops RCMP Helipad,CA
CA-0804,Crowdis Mountain Airstrip,CA
CA-0805,La Cormorandière Heliport,CA
CA-0806,Ramea Heliport,CA
CA-0807,François Heliport,CA
CA-0808,Grey River Heliport,CA
CA-0809,Saint Georges Airstrip,CA
CA-0810,Kamloops Model Airplane Society Airstrip,CA
CA-0811,Michell Airpark,CA
CA-0812,One Hundred Mile Model Flyers,CA
CA-0813,Kelowna Ogopogo Radio Controllers,CA
CA-0814,Brébeuf Airport,CA
CA-0815,Nuskenford Airstrip,CA
CA-0816,Valleyview Forestry Base,CA
CA-0817,Cheney,CA
CA-0818,Jasper Heliport,CA
CA-0819,Norbury Lakes Airport,CA
CA-0820,Hahas Lake Airport,CA
CA-0821,Wolf Creek Airport,CA
CA-0822,Spring Creek Airport,CA
CA-0823,Acadia Valley Airport,CA
CA-0824,Oyen North Airport Number 1,CA
CA-0825,Oyen North Airport Number 2,CA
CA-0826,Oyen North Airport Number 3,CA
CA-0827,New Brigden Airport,CA
CA-0828,CFB Wainwright Airfield 13,CA
CA-0829,CFB Wainwright Airfield 6,CA
CA-0830,Climax Airport,CA
CA-0831,Pendant d'Orielle Airport,CA
CA-0832,Manyberries Airport,CA
CA-0833,Pakowki Lake West Airport,CA
CA-0834,Pakowki Lake South Airport,CA
CA-0835,Nemiskam Airport,CA
CA-0836,Grovedale Airport,CA
CA-0837,Shuswap Lake Estates Airfield,CA
CA-CAB5,Abbotsford (Regional Hospital & Cancer Centre) Heliport,CA
CA00,Platform Hermosa Heliport,US
CA01,Burney Sheriff's Station Heliport,US
CA02,Patterson Airport,US
CA03,Flying M Airport,US
CA04,Flying N Ranch Airport,US
CA05,Machado Dusters Airport,US
CA06,Bates Field,US
CA07,Scheidel Ranch Airport,US
CA08,SCE Energy Control Center Heliport,US
CA09,Round Mountain Ranch Airport,US
CA10,Coonrod Ranch Airport,US
CA11,Mc Cloud Airstrip,US
CA12,IPP Adelanto Heliport,US
CA13,Reedley College Airport,US
CA14,U of C - Richmond Field Station Heliport,US
CA15,Sierra Nevada Memorial Hospital Heliport,US
CA16,Holtsmans Airport,US
CA17,Peterson Airport,US
CA18,Sunrise Dusters Airport,US
CA19,Camanche Skypark Airport,US
CA20,Eagle's Nest Airport,US
CA21,Limberlost Ranch Airport,US
CA22,Lauppes Strip,US
CA23,Maguire-California Hospital Helipad,US
CA24,Scripps Memorial Hospital La Jolla Heliport,US
CA25,Mark Twain St Joseph's Hospital Heliport,US
CA26,Hall of Justice Heliport,US
CA27,Alcatraz Heliport,US
CA28,University Medical Center Heliport,US
CA29,Fontana Police Heliport,US
CA30,Commodore Heliport,US
CA31,Sanger Heliport,US
CA32,San Joaquin Airport,US
CA33,Santa Clara Valley Medical Center Heliport,US
CA34,Flea Port Heliport,US
CA35,San Rafael Airport,US
CA36,American Display Heliport,US
CA37,Dominican Hospital Heliport,US
CA38,Totem Pole Ranch Airport,US
CA39,Belos Cavalos Airport,US
CA40,Central Valley Aviation Inc Airport,US
CA41,Quinn Airport,US
CA42,McConville Airstrip,US
CA43,Barton Memorial Hospital Heliport,US
CA44,Sequoia Ranch Airport,US
CA45,Stevinson Strip,US
CA46,Cedars-Sinai Medical Center Heliport,US
CA47,San Diego Police Headquarters Heliport,US
CA48,Jones Heliport,US
CA49,Jones Farms Airport,US
CA50,Hughes/Malibu Heliport,US
CA51,The Sea Ranch Airport,US
CA52,Ports O'Call Heliport,US
CA53,Tews Field,US
CA54,33 Strip,US
CA55,Mission Hospital Helistop,US
CA56,Correctional Training Facility Heliport,US
CA57,Blake Sky Park Airport,US
CA58,Emanuel Medical Center Heliport,US
CA59,Vestal Strip,US
CA60,Deer Creek Ranch Airport,US
CA61,SCE High Desert District Heliport,US
CA62,McMillan Assault Strip,US
CA63,John Muir Walnut Creek Medical Center Heliport,US
CA64,Olive View Medical Center Heliport,US
CA65,Alta Vista Heliport,US
CA66,Monterey Bay Academy Airport,US
CA67,Westley Airport,US
CA68,Saddleback Memorial Medical Center Heliport,US
CA69,Avenal Gliderport,US
CA70,Sun Hill Ranch Airport,US
CA71,Horse Shoe A Ranch Airport,US
CA72,Community Memorial Hospital Heliport,US
CA73,Vanderford Ranch Company Airport,US
CA74,Hemet Valley Hospital Helistop,US
CA75,Reider Ranch Airport,US
CA76,Flying T Ranch Airport,US
CA77,Ridgecrest Regional Hospital Heliport,US
CA78,City Hall Heliport,US
CA79,Ritz-Carlton Marina del Rey Heliport,US
CA80,San Bernardino County Medical Center Heliport,US
CA81,Riverside Metro Center Heliport,US
CA82,Corona Regional Medical Center Heliport,US
CA83,Gilbert Aviation Heliport,US
CA84,Torrey Pines Gliderport,US
CA85,Opus Center Irvine Heliport,US
CA86,Northridge Hospital Heliport,US
CA87,SCE Songs Mesa Heliport,US
CA88,San Ardo Field,US
CA89,Skylark Airport,US
CA90,Cadiz Airstrip,US
CA91,Quinn Heliport,US
CA92,Paradise Skypark Airport,US
CA93,First Interstate Bank Building Heliport,US
CA94,Albalisa Dinner Playhouse Inc Heliport,US
CA95,St Joseph Medical Center Heliport,US
CA96,Goleta Valley Community Hospital Heliport,US
CA97,Christy Airstrip,US
CA98,Platform Ocs P-0188 Hondo Heliport,US
CA99,Aero Long Beach 8 Helipad,US
CAA2,St. André-Avellin Aerodrome,CA
CAA3,Westlock Healthcare Centre Heliport,CA
CAA4,Saint-Apollinaire (Airpro) Aerodrome,CA
CAA5,Zeballos Seaplane Base,CA
CAA6,Smithers (Canadian) Heliport,CA
CAA7,Gilford Island/Echo Bay Seaplane Base,CA
CAA8,Invermere Airport,CA
CAA9,Port Alberni/Sproat Lake Seaplane Base,CA
CAB3,Bedwell Harbour Seaplane Base,CA
CAB4,Tofino Harbour Seaplane Base,CA
CAB5,Bronson Creek Airport,CA
CAB7,Kelowna (Alpine) Heliport,CA
CAC3,Alice Arm/Silver City Seaplane Base,CA
CAC5,Williams Lake Seaplane Base,CA
CAC6,Calgary (Alberta Children's Hospital) Heliport,CA
CAC8,Nanaimo Harbour Water Airport,CA
CAC9,Stewart Seaplane Base,CA
CAD2,Allan Dale Residence Heliport,CA
CAD3,Allan Dale Trailers & RV Heliport,CA
CAD4,Trail Airport,CA
CAD5,Merritt Airport,CA
CAD6,Atlin Seaplane Base,CA
CAD7,Gilford Island/Health Bay Seaplane Base,CA
CAD8,Nelson Seaplane Base,CA
CAE2,Cranbrook (East Kootenay Regional Hospital) Heliport,CA
CAE3,Campbell River Seaplane Base,CA
CAE4,Tsacha Lake Airport,CA
CAE5,Whistler/Green Lake Water Aerodrome,CA
CAE7,Harrison Hot Springs Seaplane Base,CA
CAE9,Bamfield Seaplane Base,CA
CAF2,Cayuga East Airport,CA
CAF4,Tsuniah Lake Lodge Airport,CA
CAF6,Big Bay Seaplane Base,CA
CAF8,Nimpo Lake Seaplane Base,CA
CAG3,Chilko Lake (Tsylos Park Lodge) Airport,CA
CAG6,Blind Channel Seaplane Base,CA
CAG8,Pender Harbour Seaplane Base,CA
CAG9,Surge Narrows Seaplane Base,CA
CAH2,Ocean Falls Seaplane Base,CA
CAH3,Courtenay Airpark,CA
CAH4,Valemount Airport,CA
CAH5,Leo Creek Airport,CA
CAH7,Kamloops Seaplane Base,CA
CAH8,Penticton Seaplane Base,CA
CAH9,Telegraph Creek Seaplane Base,CA
CAJ2,Wiley Airport,CA
CAJ3,Creston Valley Regional Airport - Art Sutcliffe Field,CA
CAJ4,Anahim Lake Airport,CA
CAJ7,Cayley A J Flying Ranch Airport,CA
CAJ8,Pitt Meadows Seaplane Base,CA
CAJ9,Fort Ware Airport,CA
CAK3,Delta Heritage Air Park,CA
CAK6,Camp Cordero Seaplane Base,CA
CAK7,Vancouver (Children & Women's Health Centre) Heliport,CA
CAK8,Finlay Bay Seaplane Base,CA
CAL3,Douglas Lake Airport,CA
CAL4,Fort MacKay/Albian Aerodrome,CA
CAL6,Prince Albert (Fire Centre) Heliport,CA
CAL7,Ganges (Lady Minto / Gulf Islands Hospital) Heliport,CA
CAL8,Port Alice/Jeune Landing Seaplane Base,CA
CAL9,Tahsis Seaplane Base,CA
CAM3,Duncan Airport,CA
CAM4,Alhambra / Ahlstrom Airport,CA
CAM5,Houston Airport,CA
CAM7,Kamloops (BC Hydro) Heliport,CA
CAM8,Port McNeill Seaplane Base,CA
CAM9,Vancouver International Seaplane Base,CA
CAN3,Ucluelet Seaplane Base,CA
CAN6,Prince Rupert/Digby Island Seaplane Base,CA
CAN8,Port Simpson Seaplane Base,CA
CAN9,Vanderhoof (District) Seaplane Base,CA
CAP3,Sechelt-Gibsons Airport,CA
CAP5,Victoria Airport,CA
CAP6,Ingenika Airport,CA
CAP7,Kitkatla Seaplane Base,CA
CAP8,Port Washington Seaplane Base,CA
CAP9,Appleton Field,CA
CAQ3,Coal Harbour Seaplane Base,CA
CAQ4,Springhouse Airpark,CA
CAQ5,Nakusp Airport,CA
CAQ6,Queen Charlotte City Seaplane Base,CA
CAQ8,Powell Lake Seaplane Base,CA
CAR2,Crawford Bay Airport,CA
CAR5,Arthur (Arthur South),CA
CAR7,Kyuquot Seaplane Base,CA
CAR9,Bella Bella/Waglisla Seaplane Base,CA
Cark,Cark airfield,GB
CAS2,Moose Lake (Lodge) Airport,CA
CAS3,Barkerville Airport,CA
CAS4,Fort Langley Seaplane Base,CA
CAS5,Aerosmith Heli Service Heliport,CA
CAS8,Roberval (Air Saguenay) Water Aerodrome,CA
CAT1,Atwood / Coghlin Airport,CA
CAT3,Nanaimo/Long Lake Seaplane Base,CA
CAT4,Qualicum Beach Airport,CA
CAT5,Port Mcneill Airport,CA
CAT6,Campbell River (Campbell River & District General Hospital) Heliport,CA
CAT7,Lasqueti Island/False Bay Seaplane Base,CA
CAU3,Oliver Airport,CA
CAU4,Vanderhoof Airport,CA
CAU6,Gold River Seaplane Base,CA
CAU8,Rivers Inlet Seaplane Base,CA
CAU9,Fort Grahame Seaplane Base,CA
CAV2,Hope (Fraser Canyon Hospital) Heliport,CA
CAV3,One Hundred Mile House Airport,CA
CAV4,Mcbride Airport,CA
CAV5,Sullivan Bay Seaplane Base,CA
CAV6,Beausejour/Av-Ranch Airpark,CA
CAV7,Mansons Landing Seaplane Base,CA
CAV8,Shawnigan Lake Seaplane Base,CA
CAV9,Oak Hammock Air Park,CA
CAW3,Scum Lake Airport,CA
CAW4,Whistler (Hospital) Heliport,CA
CAW5,Port Hardy Seaplane Base,CA
CAW6,Fort Ware Seaplane Base,CA
CAW7,Mayne Island Seaplane Base,CA
CAW8,Bella Bella/Shearwater Seaplane Base,CA
CAW9,Whaletown Seaplane Base,CA
CAX2,Axe Lake,CA
CAX3,Sechelt/Porpoise Bay Water Aerodrome,CA
CAX5,Likely Airport,CA
CAX6,Ganges Seaplane Base,CA
CAX7,Minstrel Island Seaplane Base,CA
CAX8,Smithers/Tyhee Lake Seaplane Base,CA
CAY2,Gang Ranch Airport,CA
CAY4,Hartley Bay Seaplane Base,CA
CAY5,Ayr/Sargeant Private Airfield,CA
CAY7,Mission Seaplane Base,CA
CAY9,Winfield (Wood Lake) Seaplane Base,CA
CAZ3,Takla Landing Seaplane Base,CA
CAZ4,Quesnel (G.R. Baker Memorial Hospital) Heliport,CA
CAZ5,Cache Creek-Ashcroft Regional Airport,CA
CAZ6,Fort St. James/Stuart River Seaplane Base,CA
CBA3,Kincolith Seaplane Base,CA
CBA6,Bala/Muskoka Float Flying Club Seaplane Base,CA
CBA8,Beaverley Airport,CA
CBA9,Ospika Airport,CA
CBB2,Campbell River (West Coast) Heliport,CA
CBB3,Lake Muskoka/Boyd Bay Seaplane Base,CA
CBB4,Beddis Beach Helipad,CA
CBB5,Port Alice (Hospital) Heliport,CA
