"Port","Service","Protocol","Description"
"373","legent-1","tcp","Legent Corporation"
"373","legent-1","udp","Legent Corporation"
"374","legent-2","tcp","Legent Corporation"
"374","legent-2","udp","Legent Corporation"
"375","hassle","tcp","Hassle"
"375","hassle","udp","Hassle"
"376","nip","tcp","Amiga Envoy Network Inquiry Proto"
"376","nip","udp","Amiga Envoy Network Inquiry Proto"
"377","tnETOS","tcp","NEC Corporation"
"377","tnETOS","udp","NEC Corporation"
"378","dsETOS","tcp","NEC Corporation"
"378","dsETOS","udp","NEC Corporation"
"379","is99c","tcp","TIA/EIA/IS-99 modem client"
"379","is99c","udp","TIA/EIA/IS-99 modem client"
"380","is99s","tcp","TIA/EIA/IS-99 modem server"
"380","is99s","udp","TIA/EIA/IS-99 modem server"
"381","hp-collector","tcp","hp performance data collector"
"381","hp-collector","udp","hp performance data collector"
"382","hp-managed-node","tcp","hp performance data managed node"
"382","hp-managed-node","udp","hp performance data managed node"
"383","hp-alarm-mgr","tcp","hp performance data alarm manager"
"383","hp-alarm-mgr","udp","hp performance data alarm manager"
"384","arns","tcp","A Remote Network Server System"
"384","arns","udp","A Remote Network Server System"
"385","ibm-app","tcp","IBM Application"
"385","ibm-app","udp","IBM Application"
"386","asa","tcp","ASA Message Router Object Def."
"386","asa","udp","ASA Message Router Object Def."
"387","aurp","tcp","Appletalk Update-Based Routing Pro."
"387","aurp","udp","Appletalk Update-Based Routing Pro."
"388","unidata-ldm","tcp","Unidata LDM"
"388","unidata-ldm","udp","Unidata LDM"
"389","ldap","tcp","Lightweight Directory Access Protocol"
"389","ldap","udp","Lightweight Directory Access Protocol"
"390","uis","tcp","UIS"
"390","uis","udp","UIS"
"391","synotics-relay","tcp","SynOptics SNMP Relay Port"
"391","synotics-relay","udp","SynOptics SNMP Relay Port"
"392","synotics-broker","tcp","SynOptics Port Broker Port"
"392","synotics-broker","udp","SynOptics Port Broker Port"
"393","meta5","tcp","Meta5"
"393","meta5","udp","Meta5"
"394","embl-ndt","tcp","EMBL Nucleic Data Transfer"
"394","embl-ndt","udp","EMBL Nucleic Data Transfer"
"395","netcp","tcp","NetScout Control Protocol"
"395","netcp","udp","NetScout Control Protocol"
"396","netware-ip","tcp","Novell Netware over IP"
"396","netware-ip","udp","Novell Netware over IP"
"397","mptn","tcp","Multi Protocol Trans. Net."
"397","mptn","udp","Multi Protocol Trans. Net."
"398","kryptolan","tcp","Kryptolan"
"398","kryptolan","udp","Kryptolan"
"399","iso-tsap-c2","tcp","ISO Transport Class 2 Non-Control over TCP"
"399","iso-tsap-c2","udp","ISO Transport Class 2 Non-Control over UDP"
"400","osb-sd","tcp","Oracle Secure Backup"
"400","osb-sd","udp","Oracle Secure Backup"
"401","ups","tcp","Uninterruptible Power Supply"
"401","ups","udp","Uninterruptible Power Supply"
"402","genie","tcp","Genie Protocol"
"402","genie","udp","Genie Protocol"
"403","decap","tcp","decap"
"403","decap","udp","decap"
"404","nced","tcp","nced"
"404","nced","udp","nced"
"405","ncld","tcp","ncld"
"405","ncld","udp","ncld"
"406","imsp","tcp","Interactive Mail Support Protocol"
"406","imsp","udp","Interactive Mail Support Protocol"
"407","timbuktu","tcp","Timbuktu"
"407","timbuktu","udp","Timbuktu"
"408","prm-sm","tcp","Prospero Resource Manager Sys. Man."
"408","prm-sm","udp","Prospero Resource Manager Sys. Man."
"409","prm-nm","tcp","Prospero Resource Manager Node Man."
"409","prm-nm","udp","Prospero Resource Manager Node Man."
"410","decladebug","tcp","DECLadebug Remote Debug Protocol"
"410","decladebug","udp","DECLadebug Remote Debug Protocol"
"411","rmt","tcp","Remote MT Protocol"
"411","rmt","udp","Remote MT Protocol"
"412","synoptics-trap","tcp","Trap Convention Port"
"412","synoptics-trap","udp","Trap Convention Port"
"413","smsp","tcp","Storage Management Services Protocol"
"413","smsp","udp","Storage Management Services Protocol"
"414","infoseek","tcp","InfoSeek"
"414","infoseek","udp","InfoSeek"
"415","bnet","tcp","BNet"
"415","bnet","udp","BNet"
"416","silverplatter","tcp","Silverplatter"
"416","silverplatter","udp","Silverplatter"
"417","onmux","tcp","Onmux"
"417","onmux","udp","Onmux"
"418","hyper-g","tcp","Hyper-G"
"418","hyper-g","udp","Hyper-G"
"419","ariel1","tcp","Ariel 1"
"419","ariel1","udp","Ariel 1"
"420","smpte","tcp","SMPTE"
"420","smpte","udp","SMPTE"
"421","ariel2","tcp","Ariel 2"
"421","ariel2","udp","Ariel 2"
"422","ariel3","tcp","Ariel 3"
"422","ariel3","udp","Ariel 3"
"423","opc-job-start","tcp","IBM Operations Planning and Control Start"
"423","opc-job-start","udp","IBM Operations Planning and Control Start"
"424","opc-job-track","tcp","IBM Operations Planning and Control Track"
"424","opc-job-track","udp","IBM Operations Planning and Control Track"
"425","icad-el","tcp","ICAD"
"425","icad-el","udp","ICAD"
"426","smartsdp","tcp","smartsdp"
"426","smartsdp","udp","smartsdp"
"427","svrloc","tcp","Server Location"
"427","svrloc","udp","Server Location"
"428","ocs-cmu","tcp","OCS_CMU
IANA assigned this well-formed service name as a replacement for ""ocs_cmu""."
"428","ocs_cmu","tcp","OCS_CMU"
"428","ocs-cmu","udp","OCS_CMU
IANA assigned this well-formed service name as a replacement for ""ocs_cmu""."
"428","ocs_cmu","udp","OCS_CMU"
"429","ocs-amu","tcp","OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
"429","ocs_amu","tcp","OCS_AMU"
"429","ocs-amu","udp","OCS_AMU
IANA assigned this well-formed service name as a replacement for ""ocs_amu""."
"429","ocs_amu","udp","OCS_AMU"
"430","utmpsd","tcp","UTMPSD"
"430","utmpsd","udp","UTMPSD"
"431","utmpcd","tcp","UTMPCD"
"431","utmpcd","udp","UTMPCD"
"432","iasd","tcp","IASD"
"432","iasd","udp","IASD"
"433","nnsp","tcp","NNTP for transit servers (NNSP)"
"433","nnsp","udp","NNTP for transit servers (NNSP)"
"434","mobileip-agent","tcp","MobileIP-Agent"
"434","mobileip-agent","udp","MobileIP-Agent"
"435","mobilip-mn","tcp","MobilIP-MN"
"435","mobilip-mn","udp","MobilIP-MN"
"436","dna-cml","tcp","DNA-CML"
"436","dna-cml","udp","DNA-CML"
"437","comscm","tcp","comscm"
"437","comscm","udp","comscm"
"438","dsfgw","tcp","dsfgw"
"438","dsfgw","udp","dsfgw"
"439","dasp","tcp","dasp"
"439","dasp","udp","dasp"
"440","sgcp","tcp","sgcp"
"440","sgcp","udp","sgcp"
"441","decvms-sysmgt","tcp","decvms-sysmgt"
"441","decvms-sysmgt","udp","decvms-sysmgt"
"442","cvc-hostd","tcp","cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
"442","cvc_hostd","tcp","cvc_hostd"
"442","cvc-hostd","udp","cvc_hostd
IANA assigned this well-formed service name as a replacement for ""cvc_hostd""."
"442","cvc_hostd","udp","cvc_hostd"
"443","https","tcp","http protocol over TLS/SSL"
"443","https","udp","http protocol over TLS/SSL"
"443","https","sctp","HTTPS"
"444","snpp","tcp","Simple Network Paging Protocol"
"444","snpp","udp","Simple Network Paging Protocol"
"445","microsoft-ds","tcp","Microsoft-DS"
"445","microsoft-ds","udp","Microsoft-DS"
"446","ddm-rdb","tcp","DDM-Remote Relational Database Access"
"446","ddm-rdb","udp","DDM-Remote Relational Database Access"
"447","ddm-dfm","tcp","DDM-Distributed File Management"
"447","ddm-dfm","udp","DDM-Distributed File Management"
"448","ddm-ssl","tcp","DDM-Remote DB Access Using Secure Sockets"
"448","ddm-ssl","udp","DDM-Remote DB Access Using Secure Sockets"
"449","as-servermap","tcp","AS Server Mapper"
"449","as-servermap","udp","AS Server Mapper"
"450","tserver","tcp","Computer Supported Telecomunication Applications"
"450","tserver","udp","Computer Supported Telecomunication Applications"
"451","sfs-smp-net","tcp","Cray Network Semaphore server"
"451","sfs-smp-net","udp","Cray Network Semaphore server"
"452","sfs-config","tcp","Cray SFS config server"
"452","sfs-config","udp","Cray SFS config server"
"453","creativeserver","tcp","CreativeServer"
"453","creativeserver","udp","CreativeServer"
"454","contentserver","tcp","ContentServer"
"454","contentserver","udp","ContentServer"
"455","creativepartnr","tcp","CreativePartnr"
"455","creativepartnr","udp","CreativePartnr"
"456","macon-tcp","tcp","macon-tcp"
"456","macon-udp","udp","macon-udp"
"457","scohelp","tcp","scohelp"
"457","scohelp","udp","scohelp"
"458","appleqtc","tcp","apple quick time"
"458","appleqtc","udp","apple quick time"
"459","ampr-rcmd","tcp","ampr-rcmd"
"459","ampr-rcmd","udp","ampr-rcmd"
"460","skronk","tcp","skronk"
"460","skronk","udp","skronk"
"461","datasurfsrv","tcp","DataRampSrv"
"461","datasurfsrv","udp","DataRampSrv"
"462","datasurfsrvsec","tcp","DataRampSrvSec"
"462","datasurfsrvsec","udp","DataRampSrvSec"
"463","alpes","tcp","alpes"
"463","alpes","udp","alpes"
"464","kpasswd","tcp","kpasswd"
"464","kpasswd","udp","kpasswd"
"465","urd","tcp","URL Rendesvous Directory for SSM"
"465","igmpv3lite","udp","IGMP over UDP for SSM"
"466","digital-vrc","tcp","digital-vrc"
"466","digital-vrc","udp","digital-vrc"
"467","mylex-mapd","tcp","mylex-mapd"
"467","mylex-mapd","udp","mylex-mapd"
"468","photuris","tcp","proturis"
"468","photuris","udp","proturis"
"469","rcp","tcp","Radio Control Protocol"
"469","rcp","udp","Radio Control Protocol"
"470","scx-proxy","tcp","scx-proxy"
"470","scx-proxy","udp","scx-proxy"
"471","mondex","tcp","Mondex"
"471","mondex","udp","Mondex"
"472","ljk-login","tcp","ljk-login"
"472","ljk-login","udp","ljk-login"
"473","hybrid-pop","tcp","hybrid-pop"
"473","hybrid-pop","udp","hybrid-pop"
"474","tn-tl-w1","tcp","tn-tl-w1"
"474","tn-tl-w2","udp","tn-tl-w2"
"475","tcpnethaspsrv","tcp","tcpnethaspsrv"
"475","tcpnethaspsrv","udp","tcpnethaspsrv"
"476","tn-tl-fd1","tcp","tn-tl-fd1"
"476","tn-tl-fd1","udp","tn-tl-fd1"
"477","ss7ns","tcp","ss7ns"
"477","ss7ns","udp","ss7ns"
"478","spsc","tcp","spsc"
"478","spsc","udp","spsc"
"479","iafserver","tcp","iafserver"
"479","iafserver","udp","iafserver"
"480","iafdbase","tcp","iafdbase"
"480","iafdbase","udp","iafdbase"
"481","ph","tcp","Ph service"
"481","ph","udp","Ph service"
"482","bgs-nsi","tcp","bgs-nsi"
"482","bgs-nsi","udp","bgs-nsi"
"483","ulpnet","tcp","ulpnet"
"483","ulpnet","udp","ulpnet"
"484","integra-sme","tcp","Integra Software Management Environment"
"484","integra-sme","udp","Integra Software Management Environment"
"485","powerburst","tcp","Air Soft Power Burst"
"485","powerburst","udp","Air Soft Power Burst"
"486","avian","tcp","avian"
"486","avian","udp","avian"
"487","saft","tcp","saft Simple Asynchronous File Transfer"
"487","saft","udp","saft Simple Asynchronous File Transfer"
"488","gss-http","tcp","gss-http"
"488","gss-http","udp","gss-http"
"489","nest-protocol","tcp","nest-protocol"
"489","nest-protocol","udp","nest-protocol"
"490","micom-pfs","tcp","micom-pfs"
"490","micom-pfs","udp","micom-pfs"
"491","go-login","tcp","go-login"
"491","go-login","udp","go-login"
"492","ticf-1","tcp","Transport Independent Convergence for FNA"
"492","ticf-1","udp","Transport Independent Convergence for FNA"
"493","ticf-2","tcp","Transport Independent Convergence for FNA"
"493","ticf-2","udp","Transport Independent Convergence for FNA"
"494","pov-ray","tcp","POV-Ray"
"494","pov-ray","udp","POV-Ray"
"495","intecourier","tcp","intecourier"
"495","intecourier","udp","intecourier"
"496","pim-rp-disc","tcp","PIM-RP-DISC"
"496","pim-rp-disc","udp","PIM-RP-DISC"
"497","retrospect","tcp","Retrospect backup and restore service"
"497","retrospect","udp","Retrospect backup and restore service"
"498","siam","tcp","siam"
"498","siam","udp","siam"
"499","iso-ill","tcp","ISO ILL Protocol"
"499","iso-ill","udp","ISO ILL Protocol"
"500","isakmp","tcp","isakmp"
"500","isakmp","udp","isakmp"
"501","stmf","tcp","STMF"
"501","stmf","udp","STMF"
"502","mbap","tcp","Modbus Application Protocol"
"502","mbap","udp","Modbus Application Protocol"
"503","intrinsa","tcp","Intrinsa"
"503","intrinsa","udp","Intrinsa"
"504","citadel","tcp","citadel"
"504","citadel","udp","citadel"
"505","mailbox-lm","tcp","mailbox-lm"
"505","mailbox-lm","udp","mailbox-lm"
"506","ohimsrv","tcp","ohimsrv"
"506","ohimsrv","udp","ohimsrv"
"507","crs","tcp","crs"
"507","crs","udp","crs"
"508","xvttp","tcp","xvttp"
"508","xvttp","udp","xvttp"
"509","snare","tcp","snare"
"509","snare","udp","snare"
"510","fcp","tcp","FirstClass Protocol"
"510","fcp","udp","FirstClass Protocol"
"511","passgo","tcp","PassGo"
"511","passgo","udp","PassGo"
"512","exec","tcp","remote process execution; authentication performed using passwords and UNIX login names"
"512","comsat","udp",""
"512","biff","udp","used by mail system to notify users of new mail received; currently receives messages only from processes on the same machine"
"513","login","tcp","remote login a la telnet; automatic authentication performed based on priviledged port numbers and distributed data bases which identify ""authentication domains"""
"513","who","udp","maintains data bases showing who's logged in to machines on a local net and the load average of the machine"
"514","shell","tcp","cmd like exec, but automatic authentication is performed as for login server"
"514","syslog","udp",""
"515","printer","tcp","spooler"
"515","printer","udp","spooler"
"516","videotex","tcp","videotex"
"516","videotex","udp","videotex"
"517","talk","tcp","like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
"517","talk","udp","like tenex link, but across machine - unfortunately, doesn't use link protocol (this is actually just a rendezvous port from which a tcp connection is established)"
"518","ntalk","tcp",""
"518","ntalk","udp",""
"519","utime","tcp","unixtime"
"519","utime","udp","unixtime"
"520","efs","tcp","extended file name server"
"520","router","udp","local routing process (on site); uses variant of Xerox NS routing information protocol - RIP"
"521","ripng","tcp","ripng"
"521","ripng","udp","ripng"
"522","ulp","tcp","ULP"
"522","ulp","udp","ULP"
"523","ibm-db2","tcp","IBM-DB2"
"523","ibm-db2","udp","IBM-DB2"
"524","ncp","tcp","NCP"
"524","ncp","udp","NCP"
"525","timed","tcp","timeserver"
"525","timed","udp","timeserver"
"526","tempo","tcp","newdate"
"526","tempo","udp","newdate"
"527","stx","tcp","Stock IXChange"
"527","stx","udp","Stock IXChange"
"528","custix","tcp","Customer IXChange"
"528","custix","udp","Customer IXChange"
"529","irc-serv","tcp","IRC-SERV"
"529","irc-serv","udp","IRC-SERV"
"530","courier","tcp","rpc"
"530","courier","udp","rpc"
"531","conference","tcp","chat"
"531","conference","udp","chat"
"532","netnews","tcp","readnews"
"532","netnews","udp","readnews"
"533","netwall","tcp","for emergency broadcasts"
"533","netwall","udp","for emergency broadcasts"
"534","windream","tcp","windream Admin"
"534","windream","udp","windream Admin"
"535","iiop","tcp","iiop"
"535","iiop","udp","iiop"
"536","opalis-rdv","tcp","opalis-rdv"
"536","opalis-rdv","udp","opalis-rdv"
"537","nmsp","tcp","Networked Media Streaming Protocol"
"537","nmsp","udp","Networked Media Streaming Protocol"
"538","gdomap","tcp","gdomap"
"538","gdomap","udp","gdomap"
"539","apertus-ldp","tcp","Apertus Technologies Load Determination"
"539","apertus-ldp","udp","Apertus Technologies Load Determination"
"540","uucp","tcp","uucpd"
"540","uucp","udp","uucpd"
"541","uucp-rlogin","tcp","uucp-rlogin"
"541","uucp-rlogin","udp","uucp-rlogin"
"542","commerce","tcp","commerce"
"542","commerce","udp","commerce"
"543","klogin","tcp",""
"543","klogin","udp",""
"544","kshell","tcp","krcmd"
"544","kshell","udp","krcmd"
"545","appleqtcsrvr","tcp","appleqtcsrvr"
"545","appleqtcsrvr","udp","appleqtcsrvr"
"546","dhcpv6-client","tcp","DHCPv6 Client"
"546","dhcpv6-client","udp","DHCPv6 Client"
"547","dhcpv6-server","tcp","DHCPv6 Server"
"547","dhcpv6-server","udp","DHCPv6 Server"
"548","afpovertcp","tcp","AFP over TCP"
"548","afpovertcp","udp","AFP over TCP"
"549","idfp","tcp","IDFP"
"549","idfp","udp","IDFP"
"550","new-rwho","tcp","new-who"
"550","new-rwho","udp","new-who"
"551","cybercash","tcp","cybercash"
"551","cybercash","udp","cybercash"
"552","devshr-nts","tcp","DeviceShare"
"552","devshr-nts","udp","DeviceShare"
"553","pirp","tcp","pirp"
"553","pirp","udp","pirp"
"554","rtsp","tcp","Real Time Streaming Protocol (RTSP)"
"554","rtsp","udp","Real Time Streaming Protocol (RTSP)"
"555","dsf","tcp",""
"555","dsf","udp",""
"556","remotefs","tcp","rfs server"
"556","remotefs","udp","rfs server"
"557","openvms-sysipc","tcp","openvms-sysipc"
"557","openvms-sysipc","udp","openvms-sysipc"
"558","sdnskmp","tcp","SDNSKMP"
"558","sdnskmp","udp","SDNSKMP"
"559","teedtap","tcp","TEEDTAP"
"559","teedtap","udp","TEEDTAP"
"560","rmonitor","tcp","rmonitord"
"560","rmonitor","udp","rmonitord"
"561","monitor","tcp",""
"561","monitor","udp",""
"562","chshell","tcp","chcmd"
"562","chshell","udp","chcmd"
"563","nntps","tcp","nntp protocol over TLS/SSL (was snntp)"
"563","nntps","udp","nntp protocol over TLS/SSL (was snntp)"
"564","9pfs","tcp","plan 9 file service"
"564","9pfs","udp","plan 9 file service"
"565","whoami","tcp","whoami"
"565","whoami","udp","whoami"
"566","streettalk","tcp","streettalk"
"566","streettalk","udp","streettalk"
"567","banyan-rpc","tcp","banyan-rpc"
"567","banyan-rpc","udp","banyan-rpc"
"568","ms-shuttle","tcp","microsoft shuttle"
"568","ms-shuttle","udp","microsoft shuttle"
"569","ms-rome","tcp","microsoft rome"
"569","ms-rome","udp","microsoft rome"
"570","meter","tcp","demon"
"570","meter","udp","demon"
"571","meter","tcp","udemon"
"571","meter","udp","udemon"
"572","sonar","tcp","sonar"
"572","sonar","udp","sonar"
"573","banyan-vip","tcp","banyan-vip"
"573","banyan-vip","udp","banyan-vip"
"574","ftp-agent","tcp","FTP Software Agent System"
"574","ftp-agent","udp","FTP Software Agent System"
"575","vemmi","tcp","VEMMI"
"575","vemmi","udp","VEMMI"
"576","ipcd","tcp","ipcd"
"576","ipcd","udp","ipcd"
"577","vnas","tcp","vnas"
"577","vnas","udp","vnas"
"578","ipdd","tcp","ipdd"
"578","ipdd","udp","ipdd"
"579","decbsrv","tcp","decbsrv"
"579","decbsrv","udp","decbsrv"
"580","sntp-heartbeat","tcp","SNTP HEARTBEAT"
"580","sntp-heartbeat","udp","SNTP HEARTBEAT"
"581","bdp","tcp","Bundle Discovery Protocol"
"581","bdp","udp","Bundle Discovery Protocol"
"582","scc-security","tcp","SCC Security"
"582","scc-security","udp","SCC Security"
