ErrorString,ExitCode,Hex Value,Description,
ERROR_DEBUG_ATTACH_FAILED,590,0x24E,"{Unexpected Failure in DebugActiveProcess} An unexpected failure occurred while processing a DebugActiveProcess API request. You may choose OK to terminate the process, or Cancel to ignore the error.",
ERROR_SYSTEM_PROCESS_TERMINATED,591,0x24F,{Fatal System Error} The %hs system process terminated unexpectedly with a status of 0x%08x (0x%08x 0x%08x). The system has been shut down.,
ERROR_DATA_NOT_ACCEPTED,592,0x250,{Data Not Accepted} The TDI client could not handle the data received during an indication.,
ERROR_VDM_HARD_ERROR,593,0x251,NTVDM encountered a hard error.,
ERROR_DRIVER_CANCEL_TIMEOUT,594,0x252,{Cancel Timeout} The driver %hs failed to complete a cancelled I/O request in the allotted time.,
ERROR_REPLY_MESSAGE_MISMATCH,595,0x253,"{Reply Message Mismatch} An attempt was made to reply to an LPC message, but the thread specified by the client ID in the message was not waiting on that message.",
ERROR_LOST_WRITEBEHIND_DATA,596,0x254,{Delayed Write Failed} Windows was unable to save all the data for the file %hs. The data has been lost. This error may be caused by a failure of your computer hardware or network connection. Please try to save this file elsewhere.,
ERROR_CLIENT_SERVER_PARAMETERS_INVALID,597,0x255,The parameter(s) passed to the server in the client/server shared memory window were invalid. Too much data may have been put in the shared memory window.,
ERROR_NOT_TINY_STREAM,598,0x256,The stream is not a tiny stream.,
ERROR_STACK_OVERFLOW_READ,599,0x257,The request must be handled by the stack overflow code.,
ERROR_CONVERT_TO_LARGE,600,0x258,Internal OFS status codes indicating how an allocation operation is handled. Either it is retried after the containing onode is moved or the extent stream is converted to a large stream.,
ERROR_FOUND_OUT_OF_SCOPE,601,0x259,The attempt to find the object found an object matching by ID on the volume but it is out of the scope of the handle used for the operation.,
ERROR_ALLOCATE_BUCKET,602,0x25A,The bucket array must be grown. Retry transaction after doing so.,
ERROR_MARSHALL_OVERFLOW,603,0x25B,The user/kernel marshalling buffer has overflowed.,
ERROR_INVALID_VARIANT,604,0x25C,The supplied variant structure contains invalid data.,
ERROR_BAD_COMPRESSION_BUFFER,605,0x25D,The specified buffer contains ill-formed data.,
ERROR_AUDIT_FAILED,606,0x25E,{Audit Failed} An attempt to generate a security audit failed.,
ERROR_TIMER_RESOLUTION_NOT_SET,607,0x25F,The timer resolution was not previously set by the current process.,
ERROR_INSUFFICIENT_LOGON_INFO,608,0x260,There is insufficient account information to log you on.,
ERROR_BAD_DLL_ENTRYPOINT,609,0x261,{Invalid DLL Entrypoint} The dynamic link library %hs is not written correctly. The stack pointer has been left in an inconsistent state. The entrypoint should be declared as WINAPI or STDCALL. Select YES to fail the DLL load. Select NO to continue execution. Selecting NO may cause the application to operate incorrectly.,
ERROR_BAD_SERVICE_ENTRYPOINT,610,0x262,"{Invalid Service Callback Entrypoint} The %hs service is not written correctly. The stack pointer has been left in an inconsistent state. The callback entrypoint should be declared as WINAPI or STDCALL. Selecting OK will cause the service to continue operation. However, the service process may operate incorrectly.",
ERROR_IP_ADDRESS_CONFLICT1,611,0x263,There is an IP address conflict with another system on the network.,
ERROR_IP_ADDRESS_CONFLICT2,612,0x264,There is an IP address conflict with another system on the network.,
ERROR_REGISTRY_QUOTA_LIMIT,613,0x265,{Low On Registry Space} The system has reached the maximum size allowed for the system part of the registry. Additional storage requests will be ignored.,
ERROR_NO_CALLBACK_ACTIVE,614,0x266,A callback return system service cannot be executed when no callback is active.,
ERROR_PWD_TOO_SHORT,615,0x267,The password provided is too short to meet the policy of your user account. Please choose a longer password.,
ERROR_PWD_TOO_RECENT,616,0x268,"The policy of your user account does not allow you to change passwords too frequently. This is done to prevent users from changing back to a familiar, but potentially discovered, password. If you feel your password has been compromised then please contact your administrator immediately to have a new one assigned.",
ERROR_PWD_HISTORY_CONFLICT,617,0x269,You have attempted to change your password to one that you have used in the past. The policy of your user account does not allow this. Please select a password that you have not previously used.,
ERROR_UNSUPPORTED_COMPRESSION,618,0x26A,The specified compression format is unsupported.,
ERROR_INVALID_HW_PROFILE,619,0x26B,The specified hardware profile configuration is invalid.,
ERROR_INVALID_PLUGPLAY_DEVICE_PATH,620,0x26C,The specified Plug and Play registry device path is invalid.,
ERROR_QUOTA_LIST_INCONSISTENT,621,0x26D,The specified quota list is internally inconsistent with its descriptor.,
ERROR_EVALUATION_EXPIRATION,622,0x26E,"{Windows Evaluation Notification} The evaluation period for this installation of Windows has expired. This system will shutdown in 1 hour. To restore access to this installation of Windows, please upgrade this installation using a licensed distribution of this product.",
ERROR_ILLEGAL_DLL_RELOCATION,623,0x26F,{Illegal System DLL Relocation} The system DLL %hs was relocated in memory. The application will not run properly. The relocation occurred because the DLL %hs occupied an address range reserved for Windows system DLLs. The vendor supplying the DLL should be contacted for a new DLL.,
ERROR_DLL_INIT_FAILED_LOGOFF,624,0x270,{DLL Initialization Failed} The application failed to initialize because the window station is shutting down.,
ERROR_VALIDATE_CONTINUE,625,0x271,The validation process needs to continue on to the next step.,
ERROR_NO_MORE_MATCHES,626,0x272,There are no more matches for the current index enumeration.,
ERROR_RANGE_LIST_CONFLICT,627,0x273,The range could not be added to the range list because of a conflict.,
ERROR_SERVER_SID_MISMATCH,628,0x274,The server process is running under a SID different than that required by client.,
ERROR_CANT_ENABLE_DENY_ONLY,629,0x275,A group marked use for deny only cannot be enabled.,
ERROR_FLOAT_MULTIPLE_FAULTS,630,0x276,{EXCEPTION} Multiple floating point faults.,
ERROR_FLOAT_MULTIPLE_TRAPS,631,0x277,{EXCEPTION} Multiple floating point traps.,
ERROR_NOINTERFACE,632,0x278,The requested interface is not supported.,
ERROR_DRIVER_FAILED_SLEEP,633,0x279,{System Standby Failed} The driver %hs does not support standby mode. Updating this driver may allow the system to go to standby mode.,
ERROR_CORRUPT_SYSTEM_FILE,634,0x27A,The system file %1 has become corrupt and has been replaced.,
ERROR_COMMITMENT_MINIMUM,635,0x27B,"{Virtual Memory Minimum Too Low} Your system is low on virtual memory. Windows is increasing the size of your virtual memory paging file. During this process, memory requests for some applications may be denied. For more information, see Help.",
ERROR_PNP_RESTART_ENUMERATION,636,0x27C,A device was removed so enumeration must be restarted.,
ERROR_SYSTEM_IMAGE_BAD_SIGNATURE,637,0x27D,{Fatal System Error} The system image %s is not properly signed. The file has been replaced with the signed file. The system has been shut down.,
ERROR_PNP_REBOOT_REQUIRED,638,0x27E,Device will not start without a reboot.,
ERROR_INSUFFICIENT_POWER,639,0x27F,There is not enough power to complete the requested operation.,
ERROR_MULTIPLE_FAULT_VIOLATION,640,0x280,ERROR_MULTIPLE_FAULT_VIOLATION,
ERROR_SYSTEM_SHUTDOWN,641,0x281,The system is in the process of shutting down.,
ERROR_PORT_NOT_SET,642,0x282,"An attempt to remove a processes DebugPort was made, but a port was not already associated with the process.",
ERROR_DS_VERSION_CHECK_FAILURE,643,0x283,"This version of Windows is not compatible with the behavior version of directory forest, domain or domain controller.",
ERROR_RANGE_NOT_FOUND,644,0x284,The specified range could not be found in the range list.,
ERROR_NOT_SAFE_MODE_DRIVER,646,0x286,The driver was not loaded because the system is booting into safe mode.,
ERROR_FAILED_DRIVER_ENTRY,647,0x287,The driver was not loaded because it failed its initialization call.,
ERROR_DEVICE_ENUMERATION_ERROR,648,0x288,"The ""%hs"" encountered an error while applying power or reading the device configuration. This may be caused by a failure of your hardware or by a poor connection.",
ERROR_MOUNT_POINT_NOT_RESOLVED,649,0x289,The create operation failed because the name contained at least one mount point which resolves to a volume to which the specified device object is not attached.,
ERROR_INVALID_DEVICE_OBJECT_PARAMETER,650,0x28A,The device object parameter is either not a valid device object or is not attached to the volume specified by the file name.,
ERROR_MCA_OCCURED,651,0x28B,A Machine Check Error has occurred. Please check the system eventlog for additional information.,
ERROR_DRIVER_DATABASE_ERROR,652,0x28C,There was error [%2] processing the driver database.,
ERROR_SYSTEM_HIVE_TOO_LARGE,653,0x28D,System hive size has exceeded its limit.,
ERROR_DRIVER_FAILED_PRIOR_UNLOAD,654,0x28E,The driver could not be loaded because a previous version of the driver is still in memory.,
ERROR_VOLSNAP_PREPARE_HIBERNATE,655,0x28F,{Volume Shadow Copy Service} Please wait while the Volume Shadow Copy Service prepares volume %hs for hibernation.,
ERROR_HIBERNATION_FAILURE,656,0x290,The system has failed to hibernate (The error code is %hs). Hibernation will be disabled until the system is restarted.,
ERROR_PWD_TOO_LONG,657,0x291,The password provided is too long to meet the policy of your user account. Please choose a shorter password.,
ERROR_FILE_SYSTEM_LIMITATION,665,0x299,The requested operation could not be completed due to a file system limitation.,
ERROR_ASSERTION_FAILURE,668,0x29C,An assertion failure has occurred.,
ERROR_ACPI_ERROR,669,0x29D,An error occurred in the ACPI subsystem.,
ERROR_WOW_ASSERTION,670,0x29E,WOW Assertion Error.,
ERROR_PNP_BAD_MPS_TABLE,671,0x29F,A device is missing in the system BIOS MPS table. This device will not be used. Please contact your system vendor for system BIOS update.,
ERROR_PNP_TRANSLATION_FAILED,672,0x2A0,A translator failed to translate resources.,
ERROR_PNP_IRQ_TRANSLATION_FAILED,673,0x2A1,A IRQ translator failed to translate resources.,
ERROR_PNP_INVALID_ID,674,0x2A2,Driver %2 returned invalid ID for a child device (%3).,
ERROR_WAKE_SYSTEM_DEBUGGER,675,0x2A3,{Kernel Debugger Awakened} the system debugger was awakened by an interrupt.,
ERROR_HANDLES_CLOSED,676,0x2A4,{Handles Closed} Handles to objects have been automatically closed as a result of the requested operation.,
ERROR_EXTRANEOUS_INFORMATION,677,0x2A5,{Too Much Information} The specified access control list (ACL) contained more information than was expected.,
ERROR_RXACT_COMMIT_NECESSARY,678,0x2A6,"This warning level status indicates that the transaction state already exists for the registry sub-tree, but that a transaction commit was previously aborted. The commit has NOT been completed, but has not been rolled back either (so it may still be committed if desired).",
ERROR_MEDIA_CHECK,679,0x2A7,{Media Changed} The media may have changed.,
ERROR_GUID_SUBSTITUTION_MADE,680,0x2A8,"{GUID Substitution} During the translation of a global identifier (GUID) to a Windows security ID (SID), no administratively-defined GUID prefix was found. A substitute prefix was used, which will not compromise system security. However, this may provide a more restrictive access than intended.",
ERROR_STOPPED_ON_SYMLINK,681,0x2A9,The create operation stopped after reaching a symbolic link.,
ERROR_LONGJUMP,682,0x2AA,A long jump has been executed.,
ERROR_PLUGPLAY_QUERY_VETOED,683,0x2AB,The Plug and Play query operation was not successful.,
ERROR_UNWIND_CONSOLIDATE,684,0x2AC,A frame consolidation has been executed.,
ERROR_REGISTRY_HIVE_RECOVERED,685,0x2AD,{Registry Hive Recovered} Registry hive (file): %hs was corrupted and it has been recovered. Some data might have been lost.,
ERROR_DLL_MIGHT_BE_INSECURE,686,0x2AE,"The application is attempting to run executable code from the module %hs. This may be insecure. An alternative, %hs, is available. Should the application use the secure module %hs?",
ERROR_DLL_MIGHT_BE_INCOMPATIBLE,687,0x2AF,"The application is loading executable code from the module %hs. This is secure, but may be incompatible with previous releases of the operating system. An alternative, %hs, is available. Should the application use the secure module %hs?",
ERROR_DBG_EXCEPTION_NOT_HANDLED,688,0x2B0,Debugger did not handle the exception.,
ERROR_DBG_REPLY_LATER,689,0x2B1,Debugger will reply later.,
ERROR_DBG_UNABLE_TO_PROVIDE_HANDLE,690,0x2B2,Debugger cannot provide handle.,
ERROR_DBG_TERMINATE_THREAD,691,0x2B3,Debugger terminated thread.,
ERROR_DBG_TERMINATE_PROCESS,692,0x2B4,Debugger terminated process.,
ERROR_DBG_CONTROL_C,693,0x2B5,Debugger got control C.,
ERROR_DBG_PRINTEXCEPTION_C,694,0x2B6,Debugger printed exception on control C.,
ERROR_DBG_RIPEXCEPTION,695,0x2B7,Debugger received RIP exception.,
ERROR_DBG_CONTROL_BREAK,696,0x2B8,Debugger received control break.,
ERROR_DBG_COMMAND_EXCEPTION,697,0x2B9,Debugger command communication exception.,
ERROR_OBJECT_NAME_EXISTS,698,0x2BA,{Object Exists} An attempt was made to create an object and the object name already existed.,
ERROR_THREAD_WAS_SUSPENDED,699,0x2BB,"{Thread Suspended} A thread termination occurred while the thread was suspended. The thread was resumed, and termination proceeded.",
ERROR_IMAGE_NOT_AT_BASE,700,0x2BC,{Image Relocated} An image file could not be mapped at the address specified in the image file. Local fixups must be performed on this image.,
ERROR_RXACT_STATE_CREATED,701,0x2BD,This informational level status indicates that a specified registry sub-tree transaction state did not yet exist and had to be created.,
ERROR_SEGMENT_NOTIFICATION,702,0x2BE,"{Segment Load} A virtual DOS machine (VDM) is loading, unloading, or moving an MS-DOS or Win16 program segment image. An exception is raised so a debugger can load, unload or track symbols and breakpoints within these 16-bit segments.",
ERROR_BAD_CURRENT_DIRECTORY,703,0x2BF,"{Invalid Current Directory} The process cannot switch to the startup current directory %hs. Select OK to set current directory to %hs, or select CANCEL to exit.",
ERROR_FT_READ_RECOVERY_FROM_BACKUP,704,0x2C0,"{Redundant Read} To satisfy a read request, the NT fault-tolerant file system successfully read the requested data from a redundant copy. This was done because the file system encountered a failure on a member of the fault-tolerant volume, but was unable to reassign the failing area of the device.",
ERROR_FT_WRITE_RECOVERY,705,0x2C1,"{Redundant Write} To satisfy a write request, the NT fault-tolerant file system successfully wrote a redundant copy of the information. This was done because the file system encountered a failure on a member of the fault-tolerant volume, but was not able to reassign the failing area of the device.",
ERROR_IMAGE_MACHINE_TYPE_MISMATCH,706,0x2C2,"{Machine Type Mismatch} The image file %hs is valid, but is for a machine type other than the current machine. Select OK to continue, or CANCEL to fail the DLL load.",
ERROR_RECEIVE_PARTIAL,707,0x2C3,{Partial Data Received} The network transport returned partial data to its client. The remaining data will be sent later.,
ERROR_RECEIVE_EXPEDITED,708,0x2C4,{Expedited Data Received} The network transport returned data to its client that was marked as expedited by the remote system.,
